293,ahri,Mordekaiser,52.01,1692,top
294,ahri,Gnar,51.9,447,top
295,ahri,Malzahar,51.89,212,top
296,ahri,Poppy,51.76,510,top
297,ahri,Tahm Kench,51.71,263,top
298,ahri,Renekton,51.68,2018,top
299,ahri,Zac,51.38,253,top
300,ahri,Diana,51.16,129,top
301,ahri,Aatrox,51,753,top
302,ahri,Olaf,50.96,157,top
303,ahri,Kassadin,50.92,271,top
304,ahri,Sett,50.9,1279,top
305,ahri,Gangplank,50.83,423,top
306,ahri,Lillia,50.8,187,top
307,ahri,Ornn,50.61,1235,top
308,ahri,Vladimir,50.57,1058,top
309,ahri,Lucian,50.28,1599,top
310,ahri,Jayce,50.27,734,top
311,ahri,Ryze,50.25,394,top
312,ahri,Vayne,50.25,1381,top
313,ahri,Malphite,50.2,1713,top
314,ahri,Camille,50,1322,top
315,ahri,Quinn,49.95,1009,top
316,ahri,Lulu,49.82,281,top
317,ahri,Kayle,49.8,1223,top
318,ahri,Teemo,49.62,3460,top
319,ahri,Katarina,49.35,154,top
320,ahri,Darius,49.14,2271,top
321,ahri,Cassiopeia,48.97,390,top
322,ahri,Heimerdinger,48.96,480,top
323,ahri,Shen,48.92,1531,top
324,ahri,Yone,48.43,894,top
325,ahri,Garen,48.39,2327,top
326,ahri,Fiora,48.38,1298,top
327,ahri,Sylas,48.26,1063,top
328,ahri,Yorick,48.22,421,top
329,ahri,Cho'Gath,48.13,374,top
330,ahri,Urgot,47.87,961,top
331,ahri,Maokai,47.65,1127,top
332,ahri,Tryndamere,47.27,732,top
333,ahri,Neeko,47.2,250,top
334,ahri,Rumble,47.07,376,top
335,ahri,Warwick,46.55,116,top
336,ahri,Kled,46.36,330,top
337,ahri,Zed,46.33,313,top
338,ahri,Irelia,46.23,1432,top
339,ahri,Wukong,45.98,572,top
340,ahri,Kalista,45.98,174,top
341,ahri,Fizz,45.86,157,top
342,ahri,Singed,44.8,404,top
343,ahri,Ekko,44.76,143,top
344,ahri,Yasuo,44.58,913,top
345,ahri,Sion,44.53,274,top
346,ahri,Nasus,43.9,975,top
347,ahri,Tristana,42.72,103,top
348,ahri,Dr. Mundo,42.68,410,top
349,ahri,Rengar,41.05,324,top
350,ahri,Kayn,39.1,133,jungle
351,ahri,Hecarim,38.24,102,jungle
352,ahri,Master Yi,38.21,123,jungle
353,ahri,Ekko,35,100,jungle
354,ahri,Lee Sin,34.07,135,jungle
355,ahri,Yuumi,80.83,360,middle
356,ahri,Thresh,69.16,214,middle
357,ahri,Udyr,68.25,126,middle
358,ahri,Blitzcrank,67.89,355,middle
359,ahri,Rammus,67.57,148,middle
360,ahri,Janna,67.36,193,middle
361,ahri,Alistar,64.62,195,middle
362,ahri,Leona,64.02,164,middle
363,ahri,Bard,63.24,185,middle
364,ahri,Aphelios,62.16,296,middle
365,ahri,Warwick,61.43,210,middle
366,ahri,Sona,60.89,381,middle
367,ahri,Soraka,60.83,623,middle
368,ahri,Evelynn,60.14,276,middle
369,ahri,Nidalee,59.46,819,middle
370,ahri,Lee Sin,59.36,785,middle
371,ahri,Ashe,59.16,933,middle
372,ahri,Elise,58.78,131,middle
373,ahri,Volibear,58.24,613,middle
374,ahri,Nami,58.18,110,middle
375,ahri,Amumu,58.1,179,middle
376,ahri,Samira,58.02,8330,middle
377,ahri,Xayah,57.59,158,middle
378,ahri,Sivir,57.41,479,middle
379,ahri,Riven,57.26,2754,middle
380,ahri,Jinx,56.82,440,middle
381,ahri,Karma,56.7,2808,middle
382,ahri,Azir,56.62,18779,middle
383,ahri,Nautilus,56.61,560,middle
384,ahri,Ezreal,56.45,7657,middle
385,ahri,Aatrox,56.26,2389,middle
386,ahri,Caitlyn,56.16,1421,middle
387,ahri,Miss Fortune,56.14,1368,middle
388,ahri,Varus,56.1,902,middle
389,ahri,Gnar,56.06,371,middle
390,ahri,Renekton,56.02,5643,middle
391,ahri,Senna,55.51,1389,middle
392,ahri,Darius,55.48,849,middle
393,ahri,Qiyana,55.21,17985,middle
394,ahri,Ornn,54.87,2302,middle
395,ahri,Kindred,54.69,501,middle
396,ahri,Jax,54.53,827,middle
397,ahri,LeBlanc,54.46,70531,middle
398,ahri,Kalista,54.45,911,middle
399,ahri,Olaf,54.36,241,middle
400,ahri,Xin Zhao,54.33,1813,middle
401,ahri,Sion,54.23,815,middle
402,ahri,Ryze,54.2,26306,middle
403,ahri,Pantheon,54.11,17279,middle
404,ahri,Tahm Kench,54.11,207,middle
405,ahri,Gragas,54.01,2920,middle
406,ahri,Vayne,53.87,1446,middle
407,ahri,Akali,53.83,150573,middle
408,ahri,Hecarim,53.71,175,middle
409,ahri,Irelia,53.64,52095,middle
410,ahri,Shen,53.6,666,middle
411,ahri,Kai'Sa,53.5,1641,middle
